standard_count,total_CB_count,total_test_count,1 (60950-1),Lab. AH,Lab_AH_log
2,1,7,0,2.251291798606495,1.1790523938630963
1,1,3,0,2.351375257163478,1.209370786121248
1,0,2,0,2.442347035369204,1.23615351646328
1,1,3,0,0.4054651081081644,0.3403682858041914
1,1,9,0,2.674148649426529,1.3013214458074807
1,1,3,0,0.4054651081081644,0.3403682858041914
1,0,5,0,2.122261538862764,1.1385575914425186
1,0,2,0,0.2231435513142098,0.20142422619816863
1,0,0,0,0.2231435513142098,0.20142422619816863
1,0,0,1,0.2231435513142098,0.20142422619816863
1,0,2,0,0.2231435513142098,0.20142422619816863
1,0,14,0,0.2231435513142098,0.20142422619816863
1,0,1,0,0.2231435513142098,0.20142422619816863
1,0,0,0,0.2231435513142098,0.20142422619816863
1,1,1,0,0.2231435513142098,0.20142422619816863
1,0,0,0,0.2231435513142098,0.20142422619816863
1,1,1,0,0.2231435513142098,0.20142422619816863
1,1,26,0,0.2231435513142098,0.20142422619816863
1,1,3,0,0.2231435513142098,0.20142422619816863
1,1,0,0,0.2231435513142098,0.20142422619816863
2,1,6,0,0.2231435513142098,0.20142422619816863
1,1,4,0,3.056356895370426,1.4002852543730502
3,1,3,0,0.2231435513142098,0.20142422619816863
1,1,1,0,1.01160091167848,0.6989308785261884
1,1,3,0,0.2231435513142098,0.20142422619816863
1,1,15,0,0.2231435513142098,0.20142422619816863
1,0,2,1,0.2231435513142098,0.20142422619816863
1,0,2,1,0.2231435513142098,0.20142422619816863
2,1,16,0,0.2231435513142098,0.20142422619816863
1,1,0,0,0.2231435513142098,0.20142422619816863
2,1,2,0,1.01160091167848,0.6989308785261884
1,1,6,0,2.277267285009756,1.187009930323922
1,1,5,0,2.327277705584417,1.2021544638217265
2,1,5,0,2.327277705584417,1.2021544638217265
2,1,9,0,0.09531017980432487,0.09103759238300543
1,0,0,0,0.09531017980432487,0.09103759238300543
1,1,0,0,0.09531017980432487,0.09103759238300543
2,0,1,0,0.09531017980432487,0.09103759238300543
1,1,27,0,0.09531017980432487,0.09103759238300543
2,0,22,0,0.09531017980432487,0.09103759238300543
1,0,0,0,0.09531017980432487,0.09103759238300543
1,1,12,0,0.009950330853168083,0.009901152270820517
1,1,0,0,0.009950330853168083,0.009901152270820517
1,1,27,0,0.009950330853168083,0.009901152270820517
2,1,28,0,0.009950330853168083,0.009901152270820517
1,0,0,1,0.009950330853168083,0.009901152270820517
1,1,0,0,0.0,0.0
2,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,1,0.0,0.0
1,0,5,0,0.0,0.0
1,1,5,0,0.0,0.0
2,1,6,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,3,0,0.0,0.0
1,0,2,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,17,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,1,0.0,0.0
1,0,7,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,11,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,3,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
2,0,0,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,2,1,0.0,0.0
1,0,0,1,0.0,0.0
1,0,24,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,24,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
2,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,1,0.0,0.0
1,1,2,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,6,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,1,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,17,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,1,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,2,1,0.0,0.0
1,1,2,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
2,1,3,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
2,1,0,0,0.0,0.0
1,0,12,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,2,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,3,0,0.0,0.0
2,0,1,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,3,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,25,0,0.0,0.0
1,0,1,1,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,3,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,4,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,3,1,0.0,0.0
1,0,15,0,0.0,0.0
1,0,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,2,0,0.0,0.0
1,0,24,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,25,0,0.0,0.0
1,1,22,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,4,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,1,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,4,0,0.0,0.0
1,1,16,0,0.0,0.0
1,1,0,0,0.0,0.0
2,0,22,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,6,0,0.0,0.0
2,1,0,0,0.0,0.0
2,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,12,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,3,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,22,0,0.0,0.0
1,1,0,0,0.0,0.0
2,0,6,0,0.0,0.0
1,1,0,1,0.0,0.0
1,0,5,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,6,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,1,0.0,0.0
1,0,0,1,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,1,5,1,0.0,0.0
1,0,0,0,0.0,0.0
2,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,8,1,0.0,0.0
1,0,0,1,0.0,0.0
2,1,7,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,25,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
2,1,0,0,0.0,0.0
2,0,15,0,0.0,0.0
1,0,15,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,2,0,0.0,0.0
1,1,24,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,0,6,0,0.0,0.0
1,0,9,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,5,0,0.0,0.0
2,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
2,0,5,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,16,0,0.0,0.0
1,1,5,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,10,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,2,0,0.0,0.0
1,0,24,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,25,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,28,0,0.0,0.0
1,0,3,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,4,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,7,0,0.0,0.0
2,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,1,0.0,0.0
1,1,0,0,0.0,0.0
1,0,3,1,0.0,0.0
1,0,3,1,0.0,0.0
1,0,0,0,0.0,0.0
1,0,2,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,15,0,0.0,0.0
1,1,11,0,0.0,0.0
1,0,9,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,15,0,0.0,0.0
1,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,18,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,5,0,0.0,0.0
2,0,3,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,11,0,0.0,0.0
3,1,1,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,2,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,3,0,0.0,0.0
1,0,15,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,4,0,0.0,0.0
1,0,2,0,0.0,0.0
2,1,13,0,0.0,0.0
3,1,2,0,0.0,0.0
1,1,1,1,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,12,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,3,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,4,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,1,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,8,0,0.0,0.0
1,1,6,0,0.0,0.0
1,0,4,0,0.0,0.0
2,1,22,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
2,1,0,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,5,1,0.0,0.0
1,0,3,0,0.0,0.0
2,0,6,0,0.0,0.0
1,0,7,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,7,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,9,0,0.0,0.0
1,0,3,0,0.0,0.0
1,1,1,0,0.0,0.0
1,0,10,0,0.0,0.0
1,0,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,1,0,1,0.0,0.0
1,0,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,3,1,0.0,0.0
2,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,9,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,6,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,5,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
2,1,5,0,0.0,0.0
1,0,7,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,9,1,0.0,0.0
1,0,1,0,0.0,0.0
1,0,5,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,3,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,5,0,0.0,0.0
2,0,5,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,5,0,0.0,0.0
2,1,1,0,0.0,0.0
1,1,19,0,0.0,0.0
1,0,26,0,0.0,0.0
1,1,6,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,19,0,1.386294361119891,0.869741686191944
1,1,0,0,0.0,0.0
2,0,1,0,0.0,0.0
1,1,8,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,4,0,0.0,0.0
1,1,8,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,6,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,5,0,0.0,0.0
1,1,5,0,0.0,0.0
1,1,20,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,1,0,0.0,0.0
1,1,3,0,0.0,0.0
1,0,15,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,4,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,8,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,4,0,0.0,0.0
1,1,4,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,9,0,0.0,0.0
2,0,0,0,0.0,0.0
1,1,15,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,11,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,3,0,0.0,0.0
2,1,7,0,0.0,0.0
1,0,3,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,5,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,7,0,0.0,0.0
1,0,11,0,0.0,0.0
1,1,0,0,0.0,0.0
2,0,1,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,4,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,2,1,0.0,0.0
2,0,1,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,4,0,0.0,0.0
1,1,3,0,0.0,0.0
1,0,2,1,0.0,0.0
1,1,0,0,0.0,0.0
1,1,2,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,10,0,0.0,0.0
1,0,9,0,0.0,0.0
1,1,10,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,11,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,9,0,0.0,0.0
1,0,6,0,0.0,0.0
1,0,1,0,0.0,0.0
2,0,0,0,0.0,0.0
1,1,4,0,0.0,0.0
2,1,2,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,0,13,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,8,0,0.0,0.0
1,0,5,0,0.0,0.0
2,0,4,0,0.0,0.0
1,0,22,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,6,0,0.0,0.0
2,1,0,0,0.0,0.0
3,1,0,0,0.0,0.0
3,1,0,0,0.0,0.0
1,1,21,0,0.0,0.0
1,0,25,0,0.0,0.0
1,1,19,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,8,0,0.0,0.0
2,0,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,12,0,0.0,0.0
1,1,3,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,17,0,0.0,0.0
1,0,6,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,10,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,0,13,0,0.0,0.0
2,1,3,0,0.0,0.0
1,0,18,0,0.0,0.0
3,0,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,12,0,0.0,0.0
1,0,9,0,0.0,0.0
1,0,0,0,0.0,0.0
2,0,17,0,0.0,0.0
1,0,6,0,0.0,0.0
1,1,4,0,0.0,0.0
1,0,26,0,0.0,0.0
1,1,2,0,0.0,0.0
1,1,1,0,0.0,0.0
1,0,6,1,0.0,0.0
1,0,0,1,0.0,0.0
1,1,13,0,0.0,0.0
1,0,14,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,19,0,0.0,0.0
1,0,17,0,0.0,0.0
3,1,3,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,2,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,0,1,0.0,0.0
1,1,0,0,0.0,0.0
2,0,15,0,0.0,0.0
2,1,4,0,0.0,0.0
1,1,11,0,0.0,0.0
1,0,5,0,0.0,0.0
2,0,7,0,0.0,0.0
2,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,24,0,0.0,0.0
2,0,24,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,22,0,0.0,0.0
2,0,24,0,0.0,0.0
1,0,12,0,0.0,0.0
2,0,8,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,2,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,5,0,0.0,0.0
1,0,17,0,0.0,0.0
1,0,21,0,0.0,0.0
2,0,4,0,0.0,0.0
1,0,7,0,0.0,0.0
2,0,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,21,0,0.0,0.0
1,1,14,0,0.0,0.0
1,1,21,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,3,0,0.0,0.0
2,0,8,0,0.0,0.0
1,0,26,0,0.0,0.0
3,1,3,0,0.0,0.0
1,0,9,0,0.0,0.0
3,1,0,0,0.0,0.0
2,1,10,0,0.0,0.0
1,1,9,0,0.0,0.0
1,1,9,0,0.0,0.0
1,0,13,0,0.0,0.0
1,0,10,0,0.0,0.0
2,0,4,0,0.0,0.0
1,1,5,0,0.0,0.0
1,0,0,1,0.0,0.0
1,1,3,0,0.0,0.0
1,1,7,0,0.0,0.0
1,0,5,0,0.0,0.0
2,1,1,0,0.0,0.0
1,1,1,1,0.0,0.0
1,0,1,0,0.0,0.0
3,1,1,0,0.0,0.0
2,0,8,0,0.0,0.0
1,0,22,0,0.0,0.0
2,1,11,0,0.0,0.0
3,1,0,0,0.0,0.0
2,0,0,0,0.0,0.0
1,0,9,0,0.0,0.0
2,1,25,0,0.0,0.0
1,1,12,0,0.0,0.0
2,1,5,0,0.0,0.0
2,1,17,0,0.0,0.0
1,1,3,0,0.0,0.0
3,1,0,0,0.0,0.0
1,0,6,0,0.0,0.0
1,1,11,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,13,0,0.0,0.0
1,0,26,0,0.0,0.0
3,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,14,0,0.0,0.0
1,1,15,0,0.0,0.0
1,0,12,0,0.0,0.0
2,1,1,0,0.0,0.0
2,1,11,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,21,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,0,16,0,0.0,0.0
1,1,15,0,0.0,0.0
2,0,6,0,0.0,0.0
1,1,5,0,0.0,0.0
2,0,7,0,0.0,0.0
1,0,10,0,0.0,0.0
1,1,8,0,0.0,0.0
2,1,4,0,0.0,0.0
1,0,11,0,2.70805020110221,1.3105061862047918
1,1,0,0,0.0,0.0
1,0,7,0,0.0,0.0
1,1,5,0,0.0,0.0
1,0,17,0,0.0,0.0
2,1,0,0,0.0,0.0
2,1,17,0,0.0,0.0
1,0,11,0,0.0,0.0
2,1,4,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,16,0,0.0,0.0
1,1,10,0,0.0,0.0
2,1,11,0,0.0,0.0
1,0,12,0,0.0,0.0
3,1,2,0,0.0,0.0
3,1,14,0,0.0,0.0
1,0,25,0,0.0,0.0
1,1,5,0,2.70805020110221,1.3105061862047918
2,1,0,0,0.0,0.0
2,1,7,0,0.0,0.0
2,1,8,0,0.0,0.0
1,0,6,0,0.0,0.0
2,1,1,0,0.0,0.0
1,1,9,0,0.0,0.0
2,1,9,0,0.0,0.0
2,1,15,0,0.0,0.0
1,0,16,0,0.0,0.0
1,1,15,0,0.0,0.0
3,1,6,0,0.0,0.0
1,0,15,0,0.0,0.0
2,0,4,0,2.19722457733622,1.1622831138840006
1,0,17,0,0.0,0.0
1,0,20,0,0.0,0.0
2,1,1,0,0.0,0.0
1,0,3,0,2.079441541679836,1.1247482629090364
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,14,0,0.0,0.0
2,0,29,0,0.0,0.0
1,1,10,0,0.0,0.0
2,1,3,0,0.0,0.0
3,1,5,0,0.0,0.0
1,0,28,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,20,0,0.0,0.0
1,1,17,0,0.0,0.0
2,1,2,0,0.0,0.0
1,0,2,0,0.0,0.0
1,1,0,1,0.0,0.0
2,1,5,0,3.49650756146648,1.503300998004841
2,1,2,0,0.0,0.0
1,0,1,0,0.0,0.0
1,0,3,0,1.945910149055313,1.0804178182729876
1,1,3,0,1.945910149055313,1.0804178182729876
1,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,2,1,0.6931471805599453,0.5265890341390445
2,0,21,0,0.0,0.0
2,1,0,1,0.0,0.0
1,0,1,1,0.6931471805599453,0.5265890341390445
2,1,1,0,0.6931471805599453,0.5265890341390445
2,1,1,0,0.6931471805599453,0.5265890341390445
1,0,15,0,0.0,0.0
1,0,18,0,0.0,0.0
1,0,25,0,0.0,0.0
1,1,1,0,0.6931471805599453,0.5265890341390445
2,1,1,0,0.6931471805599453,0.5265890341390445
1,1,1,0,0.6931471805599453,0.5265890341390445
1,0,9,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,8,0,0.0,0.0
1,1,1,0,1.09861228866811,0.7412763113750154
3,1,6,0,0.0,0.0
1,1,0,0,0.0,0.0
2,1,4,0,1.386294361119891,0.869741686191944
2,1,2,0,0.0,0.0
1,1,0,0,0.0,0.0
2,0,17,0,0.0,0.0
2,0,15,0,0.0,0.0
1,0,3,1,1.6094379124341,0.9591348389208239
1,0,2,0,1.791759469228055,1.026672031199051
2,1,2,0,1.791759469228055,1.026672031199051
1,1,2,0,1.791759469228055,1.026672031199051
1,0,2,0,1.791759469228055,1.026672031199051
1,0,15,0,0.0,0.0
1,1,3,0,1.945910149055313,1.0804178182729876
1,0,2,0,0.0,0.0
1,0,3,0,1.945910149055313,1.0804178182729876
1,1,3,0,1.945910149055313,1.0804178182729876
1,1,18,0,0.0,0.0
1,1,4,0,2.079441541679836,1.1247482629090364
1,1,4,0,2.079441541679836,1.1247482629090364
1,1,9,0,0.0,0.0
1,1,10,0,0.0,0.0
1,0,4,0,2.397895272798371,1.223156202527103
1,1,4,0,2.397895272798371,1.223156202527103
1,0,10,0,0.0,0.0
1,1,4,0,0.0,0.0
2,1,17,0,0.0,0.0
1,1,4,0,0.0,0.0
1,0,6,1,2.484906649788,1.2484412575662103
1,1,16,0,0.0,0.0
1,1,25,0,0.0,0.0
1,1,25,0,0.0,0.0
2,1,4,0,0.0,0.0
1,0,0,0,0.0,0.0
1,1,6,0,2.70805020110221,1.3105061862047918
1,1,6,0,2.772588722239781,1.327761429538331
1,1,5,0,2.772588722239781,1.327761429538331
1,1,13,0,0.0,0.0
1,1,15,0,0.0,0.0
3,1,0,0,0.0,0.0
1,1,7,0,2.94443897916644,1.372306733580753
3,1,8,0,2.94443897916644,1.372306733580753
1,1,4,0,0.0,0.0
1,1,0,0,0.0,0.0
1,0,0,0,0.0,0.0
1,0,0,0,0.0,0.0
3,1,2,0,0.0,0.0
1,1,16,0,3.091042453358316,1.4087998161504007
2,1,24,0,0.0,0.0
1,1,16,0,3.332204510175204,1.4660765372061442
3,1,18,0,0.0,0.0
1,1,17,0,3.555348061489414,1.516301940852837
2,1,0,0,0.0,0.0
2,1,0,0,0.0,0.0
1,1,0,0,0.0,0.0
